feature_name,tier,stage,level,entity,entity_id,entity_class,measure,measure_family,aggregation,window,window_type,filter,transform,availability,leakage_risk,min_support_n,adversarial_halflife,hypothesis,status,drop_reason,iv,psi_12m,coverage_pct,shap_rank
send_recv__cb_amt__cnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
send_recv__cb_amt__sum__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
send_recv__cb_amt__mean__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
send_recv__cb_rate__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
send_recv__den_rate__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
send_recv__d_bin8__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_bin8__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__d_pan__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_pan__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__d_cust__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_cust__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__d_device__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_device__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__d_email__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_email__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__d_receiver__dcnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__d_receiver__dcnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__err_lost_stln__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,months-quarters,,candidate,,,,,
send_recv__err_rate__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
send_recv__fail_then_ok__cnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__fail_then_ok__sum__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__interarrival__cnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__interarrival__mean__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__block_rate__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
send_recv__amt_repeat__rate__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__amt_escalate__cnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__amt_escalate__sum__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__tc40_rate__rate__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
send_recv__amt__cnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__amt__cnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__amt__sum__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__amt__sum__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__amt__mean__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__amt__mean__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__txn_cnt__cnt__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__txn_cnt__cnt__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
send_recv__txn_cnt__sum__w1h,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
send_recv__txn_cnt__sum__w30d,1,A_base,L0,Sender-Receiver pair,send_recv,counterparty,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
device__cb_fraud_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__cb_nonfr_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__champ_score__cnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,weeks-months,,candidate,,,,,
device__champ_score__mean__w30d,1,A_base,L0,Device fingerprint ID,device,device,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,weeks-months,,candidate,,,,,
device__cb_amt__cnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__cb_amt__sum__w30d,1,A_base,L0,Device fingerprint ID,device,device,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__cb_amt__mean__w30d,1,A_base,L0,Device fingerprint ID,device,device,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__cb_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__den_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
device__d_bin8__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_bin8__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__d_pan__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_pan__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__d_cust__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_cust__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__d_email__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_email__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__d_receiver__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_receiver__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__d_sender__dcnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__d_sender__dcnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__err_lost_stln__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,weeks-months,,candidate,,,,,
device__err_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
device__fail_then_ok__cnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__fail_then_ok__sum__w1h,1,A_base,L0,Device fingerprint ID,device,device,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__interarrival__cnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__interarrival__mean__w1h,1,A_base,L0,Device fingerprint ID,device,device,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__block_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
device__amt_repeat__rate__w1h,1,A_base,L0,Device fingerprint ID,device,device,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__amt_escalate__cnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__amt_escalate__sum__w1h,1,A_base,L0,Device fingerprint ID,device,device,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__tc40_rate__rate__w30d,1,A_base,L0,Device fingerprint ID,device,device,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
device__amt__cnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__amt__cnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__amt__sum__w1h,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__amt__sum__w30d,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__amt__mean__w1h,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__amt__mean__w30d,1,A_base,L0,Device fingerprint ID,device,device,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__txn_cnt__cnt__w1h,1,A_base,L0,Device fingerprint ID,device,device,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__txn_cnt__cnt__w30d,1,A_base,L0,Device fingerprint ID,device,device,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
device__txn_cnt__sum__w1h,1,A_base,L0,Device fingerprint ID,device,device,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
device__txn_cnt__sum__w30d,1,A_base,L0,Device fingerprint ID,device,device,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
email_canon__cb_fraud_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__cb_nonfr_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__champ_score__cnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_canon__champ_score__mean__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_canon__cb_amt__cnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__cb_amt__sum__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__cb_amt__mean__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__cb_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__den_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_canon__d_bin8__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_bin8__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_pan__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_pan__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_cust__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_cust__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_device__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_device__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_email__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_email__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_receiver__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_receiver__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__d_sender__dcnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__d_sender__dcnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__err_lost_stln__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,100,days-weeks,,candidate,,,,,
email_canon__err_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_canon__fail_then_ok__cnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__fail_then_ok__sum__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__interarrival__cnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__interarrival__mean__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__block_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_canon__amt_repeat__rate__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__amt_escalate__cnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__amt_escalate__sum__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__tc40_rate__rate__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_canon__amt__cnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__amt__cnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__amt__sum__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__amt__sum__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__amt__mean__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__amt__mean__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__txn_cnt__cnt__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
